Date,DailyCases,CumulativeCases,Deaths,DeathsQF,PCROnly,PCROnlyCumulative,LFDOnly,LFDOnlyCumulative,LFDAndPCR,LFDAndPCRCumulative,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative
20230125,177,2148934,,:,77,1455265,97,543337,3,150332,114,1992891,63,156043,35.59322033898305,7.261414264002524
20230126,159,2149093,,:,77,1455342,79,543416,3,150335,103,1992994,56,156099,35.22012578616352,7.263482780875467
20230127,145,2149238,,:,78,1455420,65,543481,2,150337,106,1993100,39,156138,26.896551724137932,7.264807341020399
20230128,140,2149378,,:,64,1455484,75,543556,1,150338,82,1993182,58,156196,41.42857142857143,7.267032601989971
20230129,180,2149558,,:,67,1455551,112,543668,1,150339,111,1993293,69,156265,38.333333333333336,7.269634036392598
20230130,221,2149779,,:,113,1455664,107,543775,1,150340,138,1993431,83,156348,37.55656108597285,7.272747570796812
20230131,210,2149989,,:,97,1455761,109,543884,4,150344,131,1993562,79,156427,37.61904761904762,7.275711643175849
20230201,202,2150191,,:,90,1455851,110,543994,2,150346,133,1993695,69,156496,34.15841584158416,7.278237142653839
20230202,209,2150400,,:,108,1455959,101,544095,0,150346,128,1993823,81,156577,38.75598086124402,7.281296502976191
20230203,174,2150574,,:,90,1456049,81,544176,3,150349,120,1993943,54,156631,31.03448275862069,7.283218340777857
20230204,149,2150723,,:,50,1456099,96,544272,3,150352,89,1994032,60,156691,40.26845637583892,7.285503526023574
20230205,161,2150884,,:,46,1456145,114,544386,1,150353,91,1994123,70,156761,43.47826086956522,7.288212660468905
20230206,284,2151168,,:,122,1456267,159,544545,3,150356,176,1994299,108,156869,38.028169014084504,7.29227098952755
20230207,264,2151432,,:,127,1456394,136,544681,1,150357,159,1994458,105,156974,39.77272727272727,7.296256632791555
20230208,262,2151694,,:,117,1456511,141,544822,4,150361,174,1994632,88,157062,33.587786259541986,7.299458008434285
20230209,256,2151950,,:,133,1456644,121,544943,2,150363,166,1994798,90,157152,35.15625,7.302771904551686
20230210,195,2152145,,:,92,1456736,100,545043,3,150366,127,1994925,68,157220,34.87179487179487,7.305269858675879
20230211,144,2152289,,:,65,1456801,77,545120,2,150368,98,1995023,46,157266,31.944444444444443,7.306918355295223
20230212,221,2152510,,:,64,1456865,152,545272,5,150373,132,1995155,89,157355,40.27149321266968,7.310302855735862
20230213,286,2152796,,:,132,1456997,149,545421,5,150378,189,1995344,97,157452,33.91608391608391,7.313837446743676
20230214,265,2153061,,:,121,1457118,140,545561,4,150382,159,1995503,106,157558,40,7.317860478639481
20230215,265,2153326,,:,110,1457228,150,545711,5,150387,152,1995655,113,157671,42.64150943396226,7.322207598849408
20230216,219,2153545,,:,107,1457335,110,545821,2,150389,134,1995789,85,157756,38.81278538812786,7.325409963571692
20230217,216,2153761,,:,90,1457425,124,545945,2,150391,134,1995923,82,157838,37.96296296296296,7.3284825939368385
20230218,189,2153950,,:,68,1457493,121,546066,0,150391,122,1996045,67,157905,35.44973544973545,7.330950114905174
20230219,216,2154166,,:,68,1457561,147,546213,1,150392,125,1996170,91,157996,42.129629629629626,7.334439407176606
20230220,285,2154451,,:,147,1457708,135,546348,3,150395,168,1996338,117,158113,41.05263157894737,7.338899793961431
20230221,307,2154758,,:,150,1457858,153,546501,4,150399,192,1996530,115,158228,37.45928338762215,7.343191207550918
20230222,293,2155051,,:,137,1457995,151,546652,5,150404,183,1996713,110,158338,37.54266211604096,7.347297117330402
20230223,228,2155279,,:,124,1458119,104,546756,0,150404,143,1996856,85,158423,37.280701754385966,7.3504636754684665
20230224,227,2155506,,:,100,1458219,126,546882,1,150405,141,1996997,86,158509,37.88546255506608,7.353679368092689
20230225,168,2155674,,:,62,1458281,101,546983,5,150410,114,1997111,54,158563,32.142857142857146,7.3556112844521016
20230226,225,2155899,,:,85,1458366,138,547121,2,150412,130,1997241,95,158658,42.22222222222222,7.359250131847549
20230227,327,2156226,,:,150,1458516,172,547293,5,150417,196,1997437,131,158789,40.0611620795107,7.364209503085483
20230228,336,2156562,,:,165,1458681,166,547459,5,150422,208,1997645,128,158917,38.095238095238095,7.368997506215912
20230301,316,2156878,,:,139,1458820,174,547633,3,150425,189,1997834,127,159044,40.18987341772152,7.373806028899177
20230302,289,2157167,,:,135,1458955,151,547784,3,150428,180,1998014,109,159153,37.71626297577855,7.377871068860222
20230303,242,2157409,,:,104,1459059,133,547917,5,150433,147,1998161,95,159248,39.256198347107436,7.3814469115499195
20230304,186,2157595,,:,77,1459136,108,548025,1,150434,115,1998276,71,159319,38.17204301075269,7.384101279433814
20230305,277,2157872,,:,97,1459233,178,548203,2,150436,173,1998449,104,159423,37.545126353790614,7.387972965959056
20230306,410,2158282,,:,187,1459420,221,548424,2,150438,257,1998706,153,159576,37.31707317073171,7.393658474657158
20230307,326,2158608,,:,163,1459583,160,548584,3,150441,213,1998919,113,159689,34.66257668711656,7.397776715364716
20230308,322,2158930,,:,149,1459732,172,548756,1,150442,196,1999115,126,159815,39.130434782608695,7.402509576503175
20230309,301,2159231,,:,147,1459879,154,548910,0,150442,193,1999308,108,159923,35.880398671096344,7.406479436428988
20230310,322,2159553,,:,162,1460041,159,549069,1,150443,210,1999518,112,160035,34.78260869565217,7.410561352279847
20230311,274,2159827,,:,112,1460153,162,549231,0,150443,177,1999695,97,160132,35.4014598540146,7.414112333997121
20230312,331,2160158,,:,112,1460265,217,549448,2,150445,202,1999897,129,160261,38.972809667673715,7.418948058429059
20230313,456,2160614,,:,194,1460459,261,549709,1,150446,285,2000182,171,160432,37.5,7.425296698068235
20230314,423,2161037,,:,198,1460657,223,549932,2,150448,279,2000461,144,160576,34.04255319148936,7.4305067428276335
20230315,401,2161438,,:,174,1460831,225,550157,2,150450,231,2000692,170,160746,42.394014962593516,7.436993334992723
20230316,446,2161884,,:,198,1461029,243,550400,5,150455,277,2000969,169,160915,37.89237668161435,7.443276327499532
20230317,382,2162266,,:,184,1461213,196,550596,2,150457,234,2001203,148,161063,38.7434554973822,7.448806021090837
20230318,295,2162561,,:,121,1461334,173,550769,1,150458,187,2001390,108,161171,36.610169491525426,7.452783990833091
20230319,383,2162944,,:,144,1461478,239,551008,0,150458,245,2001635,138,161309,36.0313315926893,7.457844493431176
20230320,475,2163419,,:,208,1461686,264,551272,3,150461,284,2001919,191,161500,40.21052631578947,7.465035668079092
20230321,456,2163875,,:,188,1461874,264,551536,4,150465,276,2002195,180,161680,39.473684210526315,7.471780948529837
20230322,467,2164342,,:,196,1462070,268,551804,3,150468,282,2002477,185,161865,39.61456102783726,7.478716395098371
20230323,399,2164741,,:,167,1462237,230,552034,2,150470,248,2002725,151,162016,37.84461152882206,7.484313365894581
20230324,368,2165109,,:,174,1462411,192,552226,2,150472,254,2002979,114,162130,30.97826086956522,7.488306593340105
20230325,262,2165371,,:,94,1462505,168,552394,0,150472,152,2003131,110,162240,41.98473282442748,7.492480503340998
20230326,315,2165686,,:,100,1462605,215,552609,0,150472,182,2003313,133,162373,42.22222222222222,7.497531959850135
20230327,406,2166092,,:,177,1462782,228,552837,1,150473,262,2003575,144,162517,35.467980295566505,7.50277458205838
20230328,330,2166422,,:,148,1462930,182,553019,0,150473,210,2003785,120,162637,36.36363636363637,7.507170809749901
20230329,344,2166766,,:,142,1463072,201,553220,1,150474,215,2004000,129,162766,37.5,7.511932529862477
20230330,337,2167103,,:,135,1463207,201,553421,1,150475,217,2004217,120,162886,35.60830860534124,7.516301717084975
20230331,276,2167379,,:,141,1463348,134,553555,1,150476,181,2004398,95,162981,34.42028985507246,7.519727744893717
20230401,232,2167611,,:,94,1463442,138,553693,0,150476,146,2004544,86,163067,37.06896551724138,7.522890407919133
20230402,224,2167835,,:,75,1463517,148,553841,1,150477,141,2004685,83,163150,37.05357142857143,7.525941780624448
20230403,266,2168101,,:,144,1463661,122,553963,0,150477,174,2004859,92,163242,34.58646616541353,7.529261782546108
20230404,273,2168374,,:,121,1463782,151,554114,1,150478,169,2005028,104,163346,38.095238095238095,7.5331100631164185
20230405,288,2168662,,:,130,1463912,157,554271,1,150479,186,2005214,102,163448,35.416666666666664,7.536813021116246
20230406,266,2168928,,:,130,1464042,136,554407,0,150479,197,2005411,69,163517,25.93984962406015,7.539069992180469
20230407,198,2169126,,:,101,1464143,97,554504,0,150479,138,2005549,60,163577,30.303030303030305,7.541147909342288
20230408,152,2169278,,:,66,1464209,86,554590,0,150479,84,2005633,68,163645,44.73684210526316,7.543754189181838
20230409,186,2169464,,:,76,1464285,110,554700,0,150479,116,2005749,70,163715,37.634408602150536,7.546334025362947
