Date,DailyCases,CumulativeCases,Deaths,DeathsQF,PCROnly,PCROnlyCumulative,LFDOnly,LFDOnlyCumulative,LFDAndPCR,LFDAndPCRCumulative,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative
20220526,898,1953168,12377,,161,1408845,686,403536,51,140787,782,1840518,116,112650,12.917594654788418,5.767553021552677
20220527,870,1954038,12382,,135,1408980,679,404215,56,140843,752,1841270,118,112768,13.563218390804598,5.771023900251684
20220528,808,1954846,12383,,121,1409101,637,404852,50,140893,711,1841981,97,112865,12.004950495049505,5.7736005803014665
20220529,959,1955805,12384,,119,1409220,784,405636,56,140949,852,1842833,107,112972,11.157455683003128,5.776240473871373
20220530,1154,1956959,12389,,229,1409449,870,406506,55,141004,1012,1843845,142,113114,12.305025996533795,5.7800904362329515
20220531,1329,1958288,12389,,292,1409741,968,407474,69,141073,1141,1844986,188,113302,14.145974416854777,5.785767976926785
20220601,1246,1959534,12389,,234,1409975,940,408414,72,141145,1092,1846078,154,113456,12.359550561797754,5.78994801825332
20220602,1101,1960635,,:,169,1410144,858,409272,74,141219,981,1847059,120,113576,10.899182561307901,5.7928171230239185
20220603,1003,1961638,,:,122,1410266,814,410086,67,141286,895,1847954,108,113684,10.767696909272184,5.795360815808014
20220604,1178,1962816,,:,191,1410457,935,411021,52,141338,1007,1848961,171,113855,14.516129032258064,5.800594655841404
20220605,1427,1964243,,:,166,1410623,1164,412185,97,141435,1236,1850197,191,114046,13.384723195515067,5.806104438198329
20220606,1876,1966119,,:,333,1410956,1428,413613,115,141550,1587,1851784,289,114335,15.405117270788912,5.815263470827555
20220607,1857,1967976,,:,321,1411277,1409,415022,127,141677,1584,1853368,273,114608,14.70113085621971,5.823648255873039
20220608,1766,1969742,,:,394,1411671,1269,416291,103,141780,1473,1854841,293,114901,16.591166477916193,5.833302026356751
20220609,1681,1971423,,:,326,1411997,1259,417550,96,141876,1444,1856285,237,115138,14.098750743604997,5.840349838669834
20220610,1570,1972993,,:,286,1412283,1201,418751,83,141959,1356,1857641,214,115352,13.630573248407643,5.846548872702539
20220611,1552,1974545,,:,227,1412510,1248,419999,77,142036,1329,1858970,223,115575,14.368556701030927,5.8532472037861885
20220612,1919,1976464,,:,225,1412735,1601,421600,93,142129,1655,1860625,264,115839,13.757165190203231,5.860921322118693
20220613,2213,1978677,,:,375,1413110,1706,423306,132,142261,1842,1862467,371,116210,16.764572977858112,5.873116228671987
20220614,2389,1981066,,:,443,1413553,1812,425118,134,142395,1999,1864466,390,116600,16.324822101297613,5.885720112303174
20220615,2356,1983422,,:,527,1414080,1696,426814,133,142528,1993,1866459,363,116963,15.407470288624788,5.897030485695933
20220616,2217,1985639,,:,413,1414493,1696,428510,108,142636,1845,1868304,372,117335,16.779431664411366,5.909180873260446
20220617,2162,1987801,,:,366,1414859,1687,430197,109,142745,1853,1870157,309,117644,14.29232192414431,5.918298662693097
20220618,1905,1989706,,:,256,1415115,1544,431741,105,142850,1630,1871787,275,117919,14.435695538057743,5.926453455937711
20220619,2394,1992100,,:,245,1415360,2012,433753,137,142987,1998,1873785,396,118315,16.541353383458645,5.939209879022138
20220620,2852,1994952,,:,465,1415825,2223,435976,164,143151,2342,1876127,510,118825,17.88218793828892,5.956283659957733
20220621,3188,1998140,,:,656,1416481,2325,438301,207,143358,2587,1878714,601,119426,18.85194479297365,5.976858478384898
20220622,2944,2001084,,:,530,1417011,2226,440527,188,143546,2413,1881127,531,119957,18.036684782608695,5.994600926297947
20220623,2725,2003809,,:,474,1417485,2117,442644,134,143680,2272,1883399,453,120410,16.623853211009173,6.009055753317806
20220624,2545,2006354,,:,457,1417942,1948,444592,140,143820,2118,1885517,427,120837,16.777996070726914,6.022715831802364
20220625,2214,2008568,,:,340,1418282,1753,446345,121,143941,1871,1887388,343,121180,15.492321589882566,6.033153968399377
20220626,2603,2011171,,:,280,1418562,2166,448511,157,144098,2169,1889557,434,121614,16.673069535151747,6.0469249009656565
20220627,2978,2014149,,:,606,1419168,2191,450702,181,144279,2416,1891973,562,122176,18.871725990597717,6.065886883244487
20220628,2963,2017112,,:,663,1419831,2119,452821,181,144460,2381,1894354,582,122758,19.6422544718191,6.085829641586585
20220629,2664,2019776,,:,578,1420409,1956,454777,130,144590,2138,1896492,526,123284,19.744744744744743,6.10384517887132
20220630,2517,2022293,,:,542,1420951,1820,456597,155,144745,2040,1898532,477,123761,18.951132300357568,6.119835256315479
20220701,2402,2024695,,:,406,1421357,1874,458471,122,144867,1965,1900497,437,124198,18.193172356369693,6.1341584781905425
20220702,2245,2026940,,:,335,1421692,1783,460254,127,144994,1838,1902335,407,124605,18.129175946547885,6.1474439302594055
20220703,2491,2029431,,:,295,1421987,2044,462298,152,145146,2044,1904379,447,125052,17.944600562023282,6.161924204370584
20220704,3021,2032452,,:,621,1422608,2199,464497,201,145347,2372,1906751,649,125701,21.48295266468057,6.184697104777874
20220705,2995,2035447,,:,682,1423290,2138,466635,175,145522,2389,1909140,606,126307,20.23372287145242,6.205369140046388
20220706,2740,2038187,,:,638,1423928,1936,468571,166,145688,2152,1911292,588,126895,21.45985401459854,6.225876232161229
20220707,2199,2040386,,:,442,1424370,1641,470212,116,145804,1753,1913045,446,127341,20.28194633924511,6.241024982527816
20220708,2209,2042595,,:,537,1424907,1570,471782,102,145906,1763,1914808,446,127787,20.19013128112268,6.256110486905138
20220709,1724,2044319,,:,274,1425181,1338,473120,112,146018,1389,1916197,335,128122,19.43155452436195,6.267221505058653
20220710,1908,2046227,,:,245,1425426,1547,474667,116,146134,1529,1917726,379,128501,19.863731656184488,6.2798995419374295
20220711,2350,2048577,,:,552,1425978,1665,476332,133,146267,1824,1919550,526,129027,22.382978723404257,6.298371991875336
20220712,2373,2050950,,:,636,1426614,1606,477938,131,146398,1848,1921398,525,129552,22.123893805309734,6.316682512981789
20220713,2037,2052987,,:,555,1427169,1368,479306,114,146512,1558,1922956,479,130031,23.514972999509084,6.333746877111253
20220714,1641,2054628,,:,387,1427556,1175,480481,79,146591,1275,1924231,366,130397,22.30347349177331,6.346501653827359
20220715,1588,2056216,,:,390,1427946,1117,481598,81,146672,1244,1925475,344,130741,21.662468513853906,6.358330058709785
20220716,1262,2057478,,:,208,1428154,986,482584,68,146740,1032,1926507,230,130971,18.225039619651348,6.365608769571291
20220717,1441,2058919,,:,207,1428361,1152,483736,82,146822,1144,1927651,297,131268,20.610687022900763,6.375578641024732
20220718,1651,2060570,,:,418,1428779,1148,484884,85,146907,1269,1928920,382,131650,23.13749242883101,6.389008866478693
20220719,1672,2062242,,:,484,1429263,1084,485968,104,147011,1277,1930197,395,132045,23.624401913875598,6.402982773117801
20220720,1499,2063741,,:,421,1429684,999,486967,79,147090,1150,1931347,349,132394,23.282188125416944,6.415242998031245
20220721,1258,2064999,,:,328,1430012,850,487817,80,147170,986,1932333,272,132666,21.62162162162162,6.424506743102539
20220722,1094,2066093,,:,302,1430314,748,488565,44,147214,834,1933167,260,132926,23.76599634369287,6.433689093375758
20220723,956,2067049,,:,228,1430542,692,489257,36,147250,750,1933917,206,133132,21.548117154811717,6.440679442045157
20220724,987,2068036,,:,197,1430739,739,489996,51,147301,735,1934652,252,133384,25.53191489361702,6.449791009440841
20220725,1243,2069279,,:,346,1431085,833,490829,64,147365,921,1935573,322,133706,25.90506838294449,6.461477645112138
20220726,1153,2070432,,:,370,1431455,732,491561,51,147416,864,1936437,289,133995,25.065047701647874,6.471837761394723
20220727,1036,2071468,,:,323,1431778,672,492233,41,147457,786,1937223,250,134245,24.131274131274132,6.480669747251707
20220728,911,2072379,,:,254,1432032,620,492853,37,147494,686,1937909,225,134470,24.698133918770584,6.488677987954906
20220729,841,2073220,,:,251,1432283,556,493409,34,147528,634,1938543,207,134677,24.61355529131986,6.496030329632166
20220730,645,2073865,,:,138,1432421,469,493878,38,147566,507,1939050,138,134815,21.3953488372093,6.500664218741336
20220731,708,2074573,,:,106,1432527,559,494437,43,147609,538,1939588,170,134985,24.01129943502825,6.50664016161398
20220801,915,2075488,,:,215,1432742,647,495084,53,147662,717,1940305,198,135183,21.639344262295083,6.5133115681709555
20220802,912,2076400,,:,279,1433021,584,495668,49,147711,668,1940973,244,135427,26.75438596491228,6.522201887882874
20220803,873,2077273,,:,263,1433284,557,496225,53,147764,661,1941634,212,135639,24.284077892325314,6.5296665387746335
20220804,700,2077973,,:,173,1433457,501,496726,26,147790,525,1942159,175,135814,25,6.535888579880489
20220805,626,2078599,,:,189,1433646,409,497135,28,147818,472,1942631,154,135968,24.600638977635782,6.541329039415491
20220806,508,2079107,,:,98,1433744,378,497513,32,147850,391,1943022,117,136085,23.031496062992126,6.545358175408961
20220807,602,2079709,,:,93,1433837,477,497990,32,147882,462,1943484,140,136225,23.25581395348837,6.550195243661493
20220808,754,2080463,,:,191,1434028,526,498516,37,147919,576,1944060,178,136403,23.607427055702917,6.556377114132768
20220809,777,2081240,,:,235,1434263,491,499007,51,147970,567,1944627,210,136613,27.027027027027028,6.564019526820549
20220810,670,2081910,,:,182,1434445,460,499467,28,147998,494,1945121,176,136789,26.26865671641791,6.570360870546757
20220811,666,2082576,,:,190,1434635,438,499905,38,148036,500,1945621,166,136955,24.924924924924923,6.576230591344566
20220812,484,2083060,,:,128,1434763,331,500236,25,148061,371,1945992,113,137068,23.34710743801653,6.580127312703427
20220813,462,2083522,,:,94,1434857,339,500575,29,148090,364,1946356,98,137166,21.21212121212121,6.5833718098489005
20220814,539,2084061,,:,80,1434937,436,501011,23,148113,404,1946760,135,137301,25.04638218923933,6.588146892053544
20220815,720,2084781,,:,200,1435137,491,501502,29,148142,535,1947295,185,137486,25.694444444444443,6.594745443286369
20220816,621,2085402,,:,192,1435329,402,501904,27,148169,452,1947747,169,137655,27.214170692431562,6.600885584649866
20220817,569,2085971,,:,183,1435512,361,502265,25,148194,417,1948164,152,137807,26.71353251318102,6.606371804785398
20220818,532,2086503,,:,154,1435666,345,502610,33,148227,384,1948548,148,137955,27.81954887218045,6.611780572565675
20220819,464,2086967,,:,161,1435827,284,502894,19,148246,363,1948911,101,138056,21.767241379310345,6.615150119767107
20220820,414,2087381,,:,87,1435914,307,503201,20,148266,317,1949228,97,138153,23.429951690821255,6.618485077712214
20220821,493,2087874,,:,87,1436001,373,503574,33,148299,361,1949589,132,138285,26.774847870182555,6.62324450613399
20220822,591,2088465,,:,147,1436148,415,503989,29,148328,437,1950026,154,138439,26.057529610829103,6.628744077588085
20220823,650,2089115,,:,191,1436339,428,504417,31,148359,452,1950478,198,138637,30.46153846153846,6.636159330625648
20220824,591,2089706,,:,166,1436505,403,504820,22,148381,429,1950907,162,138799,27.411167512690355,6.642034812552579
20220825,488,2090194,,:,130,1436635,348,505168,10,148391,346,1951253,142,138941,29.098360655737704,6.647277716805235
20220826,423,2090617,,:,87,1436722,318,505486,18,148409,303,1951556,120,139061,28.368794326241133,6.651672688015069
20220827,472,2091089,,:,95,1436817,361,505847,16,148425,350,1951906,122,139183,25.847457627118644,6.65600555500029
20220828,527,2091616,,:,85,1436902,413,506260,29,148454,371,1952277,156,139339,29.601518026565465,6.661786867187859
20220829,695,2092311,,:,187,1437089,463,506723,45,148499,512,1952789,183,139522,26.33093525179856,6.668320340522991
20220830,692,2093003,,:,156,1437245,502,507225,34,148533,504,1953293,188,139710,27.167630057803468,6.675097933447778
20220831,577,2093580,,:,131,1437376,423,507648,23,148556,447,1953740,130,139840,22.530329289428078,6.6794677060346395
20220901,537,2094117,,:,157,1437533,353,508001,27,148583,389,1954129,148,139988,27.560521415270017,6.684822290254078
20220902,524,2094641,,:,158,1437691,353,508354,13,148596,393,1954522,131,140119,25,6.689404055396605
20220903,398,2095039,,:,95,1437786,287,508641,16,148612,291,1954813,107,140226,26.884422110552762,6.6932405554264145
20220904,475,2095514,,:,91,1437877,368,509009,16,148628,355,1955168,120,140346,25.263157894736842,6.697449885803674
20220905,693,2096207,,:,198,1438075,476,509485,19,148647,510,1955678,183,140529,26.406926406926406,6.703965782005308
20220906,598,2096805,,:,155,1438230,426,509911,17,148664,443,1956121,155,140684,25.91973244147157,6.709446038138978
20220907,460,2097265,,:,115,1438345,318,510229,27,148691,336,1956457,124,140808,26.956521739130434,6.713886895552064
20220908,454,2097719,,:,91,1438436,348,510577,15,148706,333,1956790,121,140929,26.651982378854626,6.718202008944001
20220909,401,2098120,,:,96,1438532,291,510868,14,148720,294,1957084,107,141036,26.683291770573565,6.722017806417173
20220910,376,2098496,,:,86,1438618,277,511145,13,148733,286,1957370,90,141126,23.93617021276596,6.725102168410138
20220911,429,2098925,,:,59,1438677,353,511498,17,148750,314,1957684,115,141241,26.806526806526808,6.7292066176733325
20220912,489,2099414,,:,121,1438798,343,511841,25,148775,362,1958046,127,141368,25.971370143149283,6.733688543565014
20220913,485,2099899,,:,130,1438928,334,512175,21,148796,363,1958409,122,141490,25.15463917525773,6.737943110597224
20220914,478,2100377,,:,134,1439062,325,512500,19,148815,361,1958770,117,141607,24.476987447698743,6.741980130233763
20220915,392,2100769,,:,109,1439171,273,512773,10,148825,309,1959079,83,141690,21.1734693877551,6.744673022117139
20220916,366,2101135,,:,123,1439294,227,513000,16,148841,273,1959352,93,141783,25.40983606557377,6.7479243361326144
20220917,305,2101440,,:,71,1439365,221,513221,13,148854,234,1959586,71,141854,23.278688524590162,6.750323587635146
20220918,358,2101798,,:,73,1439438,279,513500,6,148860,298,1959884,60,141914,16.75977653631285,6.7520285013117345
20220919,410,2102208,,:,67,1439505,332,513832,11,148871,321,1960205,89,142003,21.70731707317073,6.754945276585381
20220920,536,2102744,,:,155,1439660,353,514185,28,148899,410,1960615,126,142129,23.507462686567163,6.7592155773598686
20220921,531,2103275,,:,146,1439806,369,514554,16,148915,417,1961032,114,142243,21.468926553672315,6.762929241302255
20220922,445,2103720,,:,127,1439933,302,514856,16,148931,339,1961371,106,142349,23.820224719101123,6.766537371893598
20220923,401,2104121,,:,115,1440048,274,515130,12,148943,317,1961688,84,142433,20.947630922693268,6.769239981921192
20220924,339,2104460,,:,67,1440115,256,515386,16,148959,269,1961957,70,142503,20.64896755162242,6.771475818024577
20220925,436,2104896,,:,90,1440205,328,515714,18,148977,327,1962284,109,142612,25,6.775251603879717
20220926,485,2105381,,:,109,1440314,362,516076,14,148991,369,1962653,116,142728,23.917525773195877,6.779200534250095
20220927,493,2105874,,:,131,1440445,349,516425,13,149004,374,1963027,119,142847,24.137931034482758,6.7832643358529525
20220928,491,2106365,,:,119,1440564,359,516784,13,149017,386,1963413,105,142952,21.384928716904277,6.786668027621044
20220929,448,2106813,,:,133,1440697,303,517087,12,149029,348,1963761,100,143052,22.321428571428573,6.789971392809898
20220930,405,2107218,,:,78,1440775,315,517402,12,149041,313,1964074,92,143144,22.71604938271605,6.793032329830136
20221001,425,2107643,,:,86,1440861,322,517724,17,149058,354,1964428,71,143215,16.705882352941178,6.795031226825416
20221002,485,2108128,,:,85,1440946,382,518106,18,149076,363,1964791,122,143337,25.15463917525773,6.799255073695715
20221003,665,2108793,,:,167,1441113,478,518584,20,149096,502,1965293,163,143500,24.51127819548872,6.8048404940646146
20221004,604,2109397,,:,157,1441270,431,519015,16,149112,469,1965762,135,143635,22.350993377483444,6.809291944569941
20221005,577,2109974,,:,162,1441432,393,519408,22,149134,436,1966198,141,143776,24.4367417677643,6.8141124013850405
20221006,478,2110452,,:,103,1441535,362,519770,13,149147,372,1966570,106,143882,22.175732217573223,6.817591681781912
20221007,493,2110945,,:,135,1441670,329,520099,29,149176,389,1966959,104,143986,21.095334685598377,6.820926172875182
20221008,398,2111343,,:,85,1441755,298,520397,15,149191,305,1967264,93,144079,23.366834170854272,6.824045169354292
20221009,455,2111798,,:,66,1441821,371,520768,18,149209,340,1967604,115,144194,25.274725274725274,6.8280204830196825
20221010,523,2112321,,:,137,1441958,357,521125,29,149238,398,1968002,125,144319,23.90057361376673,6.832247560858411
20221011,541,2112862,,:,161,1442119,364,521489,16,149254,427,1968429,114,144433,21.072088724584102,6.835893683543932
20221012,532,2113394,,:,137,1442256,377,521866,18,149272,384,1968813,148,144581,27.81954887218045,6.8411758526805695
20221013,457,2113851,,:,106,1442362,342,522208,9,149281,354,1969167,103,144684,22.538293216630198,6.844569461139882
20221014,494,2114345,,:,133,1442495,337,522545,24,149305,372,1969539,122,144806,24.696356275303643,6.848740390049874
20221015,339,2114684,,:,66,1442561,259,522804,14,149319,258,1969797,81,144887,23.893805309734514,6.851472844169625
20221016,449,2115133,,:,81,1442642,350,523154,18,149337,340,1970137,109,144996,24.276169265033406,6.855171755156768
20221017,576,2115709,,:,180,1442822,372,523526,24,149361,425,1970562,151,145147,26.21527777777778,6.8604425277767405
20221018,474,2116183,,:,128,1442950,321,523847,25,149386,345,1970907,129,145276,27.21518987341772,6.865001750793764
20221019,446,2116629,,:,107,1443057,323,524170,16,149402,316,1971223,130,145406,29.14798206278027,6.869697051301857
20221020,405,2117034,,:,92,1443149,297,524467,16,149418,289,1971512,116,145522,28.641975308641975,6.873862205330665
20221021,453,2117487,,:,158,1443307,278,524745,17,149435,328,1971840,125,145647,27.59381898454746,6.878294884455017
20221022,381,2117868,,:,80,1443387,285,525030,16,149451,264,1972104,117,145764,30.708661417322833,6.88258191728663
20221023,458,2118326,,:,85,1443472,352,525382,21,149472,336,1972440,122,145886,26.637554585152838,6.886853109483621
20221024,559,2118885,,:,161,1443633,374,525756,24,149496,398,1972838,161,146047,28.801431127012524,6.892634569596745
20221025,408,2119293,,:,81,1443714,315,526071,12,149508,275,1973113,133,146180,32.59803921568628,6.897583297826209
20221026,442,2119735,,:,113,1443827,317,526388,12,149520,318,1973431,124,146304,28.054298642533936,6.9019948248248015
20221027,403,2120138,,:,119,1443946,268,526656,16,149536,261,1973692,142,146446,35.235732009925556,6.9073805573033455
20221028,405,2120543,,:,151,1444097,237,526893,17,149553,300,1973992,105,146551,25.925925925925927,6.9110128867936185
20221029,307,2120850,,:,71,1444168,221,527114,15,149568,223,1974215,84,146635,27.36156351791531,6.913973171134215
20221030,379,2121229,,:,78,1444246,278,527392,23,149591,273,1974488,106,146741,27.96833773087071,6.917734954594718
20221031,434,2121663,,:,117,1444363,298,527690,19,149610,297,1974785,137,146878,31.566820276497698,6.922777085710596
20221101,405,2122068,,:,122,1444485,265,527955,18,149628,274,1975059,131,147009,32.34567901234568,6.9276290863440755
20221102,356,2122424,,:,99,1444584,244,528199,13,149641,220,1975279,136,147145,38.20224719101124,6.932874863834936
20221103,365,2122789,,:,101,1444685,259,528458,5,149646,251,1975530,114,147259,31.232876712328768,6.937053093830805
20221104,309,2123098,,:,114,1444799,184,528642,11,149657,200,1975730,109,147368,35.275080906148865,6.941177468020788
20221105,262,2123360,,:,58,1444857,188,528830,16,149673,172,1975902,90,147458,34.35114503816794,6.944559565970914
20221106,304,2123664,,:,51,1444908,235,529065,18,149691,185,1976087,119,147577,39.14473684210526,6.949168983417339
20221107,394,2124058,,:,104,1445012,277,529342,13,149704,255,1976342,139,147716,35.27918781725889,6.9544240317354795
20221108,396,2124454,,:,136,1445148,243,529585,17,149721,268,1976610,128,147844,32.323232323232325,6.959152798789712
20221109,351,2124805,,:,131,1445279,206,529791,14,149735,232,1976842,119,147963,33.903133903133906,6.963603718929502
20221110,358,2125163,,:,137,1445416,212,530003,9,149744,232,1977074,126,148089,35.19553072625698,6.968359603475122
20221111,291,2125454,,:,110,1445526,167,530170,14,149758,195,1977269,96,148185,32.98969072164948,6.971922234026236
20221112,231,2125685,,:,42,1445568,180,530350,9,149767,156,1977425,75,148260,32.467532467532465,6.974692863712168
20221113,238,2125923,,:,48,1445616,183,530533,7,149774,163,1977588,75,148335,31.51260504201681,6.9774399166856
20221114,372,2126295,,:,113,1445729,247,530780,12,149786,227,1977815,145,148480,38.97849462365591,6.983038571788017
20221115,327,2126622,,:,123,1445852,192,530972,12,149798,210,1978025,117,148597,35.77981651376147,6.987466507917251
20221116,291,2126913,,:,98,1445950,181,531153,12,149810,176,1978201,115,148712,39.51890034364261,6.991917393894344
20221117,282,2127195,,:,111,1446061,161,531314,10,149820,175,1978376,107,148819,37.94326241134752,6.996020581093882
20221118,232,2127427,,:,78,1446139,148,531462,6,149826,142,1978518,90,148909,38.793103448275865,6.9994881140457466
20221119,197,2127624,,:,53,1446192,134,531596,10,149836,138,1978656,59,148968,29.949238578680202,7.00161306697048
20221120,243,2127867,,:,40,1446232,196,531792,7,149843,148,1978804,95,149063,39.09465020576132,7.005278055442375
20221121,337,2128204,,:,116,1446348,206,531998,15,149858,233,1979037,104,149167,30.86053412462908,7.009055522872807
20221122,298,2128502,,:,100,1446448,192,532190,6,149864,199,1979236,99,149266,33.22147651006711,7.012725381512444
20221123,329,2128831,,:,113,1446561,207,532397,9,149873,221,1979457,108,149374,32.82674772036474,7.016714807328529
20221124,277,2129108,,:,87,1446648,174,532571,16,149889,178,1979635,99,149473,35.74007220216607,7.020451757261727
20221125,230,2129338,,:,84,1446732,142,532713,4,149893,158,1979793,72,149545,31.304347826086957,7.023074777231233
20221126,199,2129537,,:,62,1446794,130,532843,7,149900,131,1979924,68,149613,34.17085427135678,7.025611670518051
20221127,267,2129804,,:,76,1446870,183,533026,8,149908,180,1980104,87,149700,32.58426966292135,7.028815797134384
20221128,331,2130135,,:,107,1446977,214,533240,10,149918,218,1980322,113,149813,34.13897280966767,7.033028423081166
20221129,325,2130460,,:,117,1447094,192,533432,16,149934,194,1980516,131,149944,40.30769230769231,7.038104446926955
20221130,283,2130743,,:,87,1447181,186,533618,10,149944,189,1980705,94,150038,33.215547703180214,7.0415812700076925
20221201,229,2130972,,:,74,1447255,150,533768,5,149949,156,1980861,73,150111,31.87772925764192,7.044250229472747
20221202,269,2131241,,:,108,1447363,143,533911,18,149967,170,1981031,99,150210,36.80297397769517,7.048006302431307
20221203,214,2131455,,:,74,1447437,136,534047,4,149971,132,1981163,82,150292,38.3177570093458,7.051145813540516
20221204,319,2131774,,:,114,1447551,194,534241,11,149982,205,1981368,114,150406,35.73667711598746,7.055438334457593
20221205,351,2132125,,:,146,1447697,191,534432,14,149996,227,1981595,124,150530,35.32763532763533,7.060092630591546
20221206,377,2132502,,:,156,1447853,200,534632,21,150017,260,1981855,117,150647,31.03448275862069,7.064331006489091
20221207,420,2132922,,:,199,1448052,214,534846,7,150024,263,1982118,157,150804,37.38095238095238,7.070300742361886
20221208,343,2133265,,:,150,1448202,185,535031,8,150032,214,1982332,129,150933,37.60932944606414,7.075211002852435
20221209,290,2133555,,:,112,1448314,166,535197,12,150044,206,1982538,84,151017,28.96551724137931,7.078186407193628
20221210,229,2133784,,:,81,1448395,144,535341,4,150048,166,1982704,63,151080,27.510917030567686,7.080379269879238
20221211,316,2134100,,:,91,1448486,217,535558,8,150056,196,1982900,120,151200,37.9746835443038,7.084953844712056
20221212,435,2134535,,:,186,1448672,243,535801,6,150062,287,1983187,148,151348,34.02298850574713,7.090443586073782
20221213,462,2134997,,:,193,1448865,254,536055,15,150077,310,1983497,152,151500,32.900432900432904,7.096028706363522
20221214,408,2135405,,:,156,1449021,246,536301,6,150083,292,1983789,116,151616,28.431372549019606,7.100105132281699
20221215,404,2135809,,:,162,1449183,225,536526,17,150100,279,1984068,125,151741,30.940594059405942,7.104614691669527
20221216,374,2136183,,:,189,1449372,178,536704,7,150107,253,1984321,121,151862,32.35294117647059,7.109035134162195
20221217,352,2136535,,:,134,1449506,209,536913,9,150116,237,1984558,115,151977,32.67045454545455,7.113246448104056
20221218,430,2136965,,:,118,1449624,295,537208,17,150133,272,1984830,158,152135,36.74418604651163,7.119208784420896
20221219,598,2137563,,:,268,1449892,322,537530,8,150141,383,1985213,215,152350,35.953177257525084,7.127275313055101
20221220,588,2138151,,:,298,1450190,272,537802,18,150159,388,1985601,200,152550,34.01360544217687,7.134669160410093
20221221,570,2138721,,:,250,1450440,311,538113,9,150168,397,1985998,173,152723,30.350877192982455,7.140856614771165
20221222,456,2139177,,:,241,1450681,210,538323,5,150173,297,1986295,159,152882,34.86842105263158,7.146767191307685
20221223,404,2139581,,:,192,1450873,207,538530,5,150178,283,1986578,121,153003,29.95049504950495,7.15107303719747
20221224,286,2139867,,:,88,1450961,191,538721,7,150185,216,1986794,70,153073,24.475524475524477,7.153388504986525
20221225,280,2140147,,:,100,1451061,173,538894,7,150192,189,1986983,91,153164,32.5,7.156704656268938
20221226,350,2140497,,:,134,1451195,211,539105,5,150197,259,1987242,91,153255,26,7.159785788066977
20221227,475,2140972,,:,206,1451401,252,539357,17,150214,328,1987570,147,153402,30.94736842105263,7.165063345060094
20221228,634,2141606,,:,308,1451709,312,539669,14,150228,431,1988001,203,153605,32.018927444794954,7.172421070915939
20221229,569,2142175,,:,279,1451988,279,539948,11,150239,400,1988401,169,153774,29.701230228471,7.1784051256316594
20221230,453,2142628,,:,217,1452205,226,540174,10,150249,322,1988723,131,153905,28.91832229580574,7.183001435620183
20221231,307,2142935,,:,115,1452320,183,540357,9,150258,212,1988935,95,154000,30.944625407166125,7.186405560597965
20230101,265,2143200,,:,107,1452427,151,540508,7,150265,183,1989118,82,154082,30.943396226415093,7.1893430384471815
20230102,332,2143532,,:,155,1452582,167,540675,10,150275,230,1989348,102,154184,30.72289156626506,7.192988021639052
20230103,409,2143941,,:,163,1452745,237,540912,9,150284,270,1989618,139,154323,33.98533007334963,7.198099201423919
20230104,478,2144419,,:,231,1452976,245,541157,2,150286,305,1989923,173,154496,36.19246861924686,7.204562168121062
20230105,422,2144841,,:,225,1453201,196,541353,1,150287,278,1990201,144,154640,34.12322274881517,7.209858446383671
20230106,361,2145202,,:,203,1453404,156,541509,2,150289,258,1990459,103,154743,28.53185595567867,7.213446565871186
20230107,274,2145476,,:,136,1453540,137,541646,1,150290,186,1990645,88,154831,32.11678832116788,7.2166269862725105
20230108,272,2145748,,:,106,1453646,156,541802,10,150300,180,1990825,92,154923,33.8235294117647,7.219999739018748
20230109,335,2146083,,:,184,1453830,148,541950,3,150303,226,1991051,109,155032,32.53731343283582,7.223951729732727
20230110,244,2146327,,:,121,1453951,121,542071,2,150305,150,1991201,94,155126,38.52459016393443,7.227510067198521
20230111,232,2146559,,:,131,1454082,98,542169,3,150308,149,1991350,83,155209,35.775862068965516,7.230595571796536
20230112,218,2146777,,:,120,1454202,95,542264,3,150311,153,1991503,65,155274,29.81651376146789,7.232889117034513
20230113,189,2146966,,:,119,1454321,70,542334,0,150311,137,1991640,52,155326,27.513227513227513,7.234674419622854
20230114,140,2147106,,:,64,1454385,74,542408,2,150313,99,1991739,41,155367,29.285714285714285,7.236112236657156
20230115,155,2147261,,:,68,1454453,87,542495,0,150313,103,1991842,52,155419,33.54838709677419,7.2380115877855555
20230116,208,2147469,,:,97,1454550,110,542605,1,150314,134,1991976,74,155493,35.57692307692308,7.2407564439812635
20230117,178,2147647,,:,103,1454653,72,542677,3,150317,114,1992090,64,155557,35.95505617977528,7.243136325476208
20230118,171,2147818,,:,92,1454745,77,542754,2,150319,99,1992189,72,155629,42.10526315789474,7.2459118975630155
20230119,160,2147978,,:,78,1454823,81,542835,1,150320,103,1992292,57,155686,35.625,7.248025817769084
20230120,130,2148108,,:,67,1454890,62,542897,1,150321,88,1992380,42,155728,32.30769230769231,7.249542387999114
20230121,106,2148214,,:,58,1454948,48,542945,0,150321,66,1992446,40,155768,37.735849056603776,7.25104668343098
20230122,135,2148349,,:,57,1455005,76,543021,2,150323,74,1992520,61,155829,45.18518518518518,7.253430424944923
20230123,225,2148574,,:,102,1455107,119,543140,4,150327,139,1992659,86,155915,38.22222222222222,7.256673496002465
20230124,183,2148757,,:,81,1455188,100,543240,2,150329,118,1992777,65,155980,35.51912568306011,7.259080482343978
